# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	CONCEPTS	TAXA	COUNTERPART	TOKENS	LEXSTATID
2739	neighborhood, quarter (section of a village or town)	Jamsay_Mondoro	nɔ̌ŋ	n ɔ̌ ŋ	1719
2740	neighborhood, quarter (section of a village or town)	Togo_Kan	gòmòró	ɡ ò m ò r ó	1728
2741	neighborhood, quarter (section of a village or town)	Yorno_So	nɔ̀ŋú	n ɔ̀ ŋ ú	1719
2742	neighborhood, quarter (section of a village or town)	Tommo_So	gànnú	ɡ à n n ú	1724
2743	neighborhood, quarter (section of a village or town)	Yanda_Dom	nɔ̀ŋ	n ɔ̀ ŋ	1719
2744	neighborhood, quarter (section of a village or town)	Tiranige	sɔ̀:lɔ̀	s ɔ̀ː l ɔ̀	1727
2745	neighborhood, quarter (section of a village or town)	Mombo	tɔ́ndɔ̀	t ɔ́ n d ɔ̀	1724
#
2746	new	Toro_Tegu	kàlá	k à l á	1731
2747	new	Ben_Tey	kálà	k á l à	1731
2748	new	Bankan_Tey	kándà	k á n d à	1731
2749	new	Nanga	kándà	k á n d à	1731
2750	new	Jamsay	kàná	k à n á	1731
2751	new	Perge_Tegu	kàlá	k à l á	1731
2752	new	Gourou	kàná	k à n á	1731
2753	new	Jamsay_Mondoro	kàná	k à n á	1731
2754	new	Togo_Kan	kàná	k à n á	1731
2755	new	Yorno_So	kàná	k à n á	1731
2756	new	Tomo_Kan_Diangassagou	kàndà	k à n d à	1731
2757	new	Tommo_So	kàndá	k à n d á	1731
2758	new	Dogul_Dom	kásá	k á s á	1731
2759	new	Tebul_Ure	kàndá	k à n d á	1731
2760	new	Tiranige	kándá	k á n d á	1731
2761	new	Mombo	kándá	k á n d á	1731
2762	new	Bunoge	kàndà	k à n d à	1731
#
2763	night	Toro_Tegu	yⁿà:ŋá	dʒⁿ àː ŋ á	1740
2764	night	Ben_Tey	ɲárⁿù	ɲ á r̃ ù	1732
2765	night	Bankan_Tey	ɲân	ɲ â n	1732
2766	night	Nanga	dɛ̀:ndɛ̂	d ɛ̀ː n d ɛ̂	1740
2767	night	Jamsay	dà:ɣá	d àː ɣ á	1734
2768	night	Perge_Tegu	dɛ̀:gɛ́	d ɛ̀ː ɡ ɛ́	1734
2769	night	Gourou	dà:ɣá	d àː ɣ á	1734
2770	night	Jamsay_Mondoro	dà:gá	d àː ɡ á	1734
2771	night	Togo_Kan	dà:gá	d àː ɡ á	1734
2772	night	Yorno_So	dìgɛ́	d ì ɡ ɛ́	1734
2773	night	Dogul_Dom	yáágà	dʒ á á ɡ à	1734
2774	night	Tebul_Ure	dɛ̀ndɛ́	d ɛ̀ n d ɛ́	1740
2775	night	Yanda_Dom	dèndà:	d è n d àː	1740
2776	night	Tiranige	yà:gù	dʒ àː ɡ ù	1734
2777	night	Mombo	dó:	d óː	1734
2778	night	Bunoge	yà	dʒ à	1734
#
2779	nine	Toro_Tegu	lá:rà	l áː r à	1745
2780	nine	Ben_Tey	tè:sǐm	t èː s ǐ m	1741
2781	nine	Bankan_Tey	tè:súm	t èː s ú m	1741
2782	nine	Nanga	tè:sǐ:	t èː s ǐː	1741
2783	nine	Jamsay	lá:rúwà	l áː r ú w à	1745
2784	nine	Perge_Tegu	lá:rwà	l áː r w à	1745
2785	nine	Gourou	lá:rúwà	l áː r ú w à	1745
2786	nine	Togo_Kan	tùwâ:	t ù w âː	1743
2787	nine	Yorno_So	tùwɔ́	t ù w ɔ́	1743
2788	nine	Tommo_So	túwwɔ́	t ú w w ɔ́	1743
2789	nine	Dogul_Dom	tùùwɔ́	t ù ù w ɔ́	1743
2790	nine	Tiranige	tó:wá	t óː w á	1743
2791	nine	Mombo	tó:wà	t óː w à	1743
2792	nine	Bunoge	tó:wà	t óː w à	1743
#
2793	north	Toro_Tegu	háwsá	h á w s á	1746
2794	north	Ben_Tey	bòsòn dâ:	b ò s ò n # d âː	1747
2795	north	Bankan_Tey	háwsá	h á w s á	1746
2796	north	Nanga	dù:dágá	d ùː d á ɡ á	1748
2797	north	Perge_Tegu	ílàm	í l à m	1753
2798	north	Gourou	tɔ̀rɔ̀dáɣá	t ɔ̀ r ɔ̀ d á ɣ á	1749
2799	north	Jamsay_Mondoro	tɔ́rɔ̀	t ɔ́ r ɔ̀	1749
2800	north	Togo_Kan	tɔ̀rɔ̀dìgí	t ɔ̀ r ɔ̀ d ì ɡ í	1749
2801	north	Yorno_So	dònô:	d ò n ôː	1759
2802	north	Tommo_So	kɔ́lɔ́lú	k ɔ́ l ɔ́ l ú	1757
2803	north	Dogul_Dom	dúúg	d ú ú ɡ	1748
2804	north	Tebul_Ure	tɔ̀mbɔ̀dá:	t ɔ̀ m b ɔ̀ d áː	1754
2805	north	Tiranige	kɔ̀rɔ̀mbáná	k ɔ̀ r ɔ̀ m b á n á	1755
2806	north	Mombo	ɲòmbòlì kó:ló	ɲ ò m b ò l ì # k óː l ó	1751
#
2807	nose	Toro_Tegu	cìrⁿòká	tʃ ì r̃ ò k á	1760
2808	nose	Ben_Tey	círⁿì	tʃ í r̃ ì	1760
2809	nose	Bankan_Tey	círⁿè	tʃ í r̃ è	1760
2810	nose	Nanga	kírⁿê	k í r̃ ê	1760
2811	nose	Jamsay	círⁿé	tʃ í r̃ é	1760
2812	nose	Perge_Tegu	kírⁿé	k í r̃ é	1760
2813	nose	Gourou	kírⁿé	k í r̃ é	1760
2814	nose	Jamsay_Mondoro	círⁿé	tʃ í r̃ é	1760
2815	nose	Togo_Kan	kírⁿí	k í r̃ í	1760
2816	nose	Yorno_So	kín	k í n	1762
2817	nose	Tomo_Kan_Diangassagou	cìní	tʃ ì n í	1760
2818	nose	Tommo_So	kínú	k í n ú	1762
2819	nose	Dogul_Dom	kìnjɔ́	k ì n dʒ ɔ́	1762
2820	nose	Tebul_Ure	cíné	tʃ í n é	1760
2821	nose	Yanda_Dom	cìnzà	tʃ ì n z à	1762
2822	nose	Tiranige	cínjɔ́	tʃ í n dʒ ɔ́	1762
2823	nose	Mombo	kínjà	k í n dʒ à	1762
2824	nose	Bunoge	kìnà	k ì n à	1762
#
2825	odor, smell (noun)	Toro_Tegu	lɔ̀gɔ́	l ɔ̀ ɡ ɔ́	1774
2826	odor, smell (noun)	Ben_Tey	jî:ⁿ	dʒ ĩ̂ː	1764
2827	odor, smell (noun)	Bankan_Tey	gìyⁿɛ́	ɡ ì dʒⁿ ɛ́	1763
2828	odor, smell (noun)	Nanga	gǐ:ⁿ	ɡ ĩ̌ː	1763
2829	odor, smell (noun)	Jamsay	jíɲù	dʒ í ɲ ù	1764
2830	odor, smell (noun)	Perge_Tegu	jíŋgì	dʒ í ŋ ɡ ì	1764
2831	odor, smell (noun)	Gourou	gísù	ɡ í s ù	1763
2832	odor, smell (noun)	Jamsay_Mondoro	jíɲù	dʒ í ɲ ù	1764
2833	odor, smell (noun)	Togo_Kan	jíɲí	dʒ í ɲ í	1764
2834	odor, smell (noun)	Yorno_So	jíɲù	dʒ í ɲ ù	1764
2835	odor, smell (noun)	Tommo_So	jíɲɲú	dʒ í ɲ ɲ ú	1764
2836	odor, smell (noun)	Dogul_Dom	jìɲú	dʒ ì ɲ ú	1764
2837	odor, smell (noun)	Yanda_Dom	gìɲú	ɡ ì ɲ ú	1763
2838	odor, smell (noun)	Mombo	gìyⁿí	ɡ ì dʒⁿ í	1763
#
2839	oil (vegetable, liquid or buttery)	Toro_Tegu	lǒw	l ǒ w	1781
2840	oil (vegetable, liquid or buttery)	Bankan_Tey	nǐ:	n ǐː	1775
2841	oil (vegetable, liquid or buttery)	Nanga	lì:gí	l ìː ɡ í	1781
2842	oil (vegetable, liquid or buttery)	Jamsay	nǔŋ	n ǔ ŋ	1775
2843	oil (vegetable, liquid or buttery)	Perge_Tegu	nùŋgú	n ù ŋ ɡ ú	1775
2844	oil (vegetable, liquid or buttery)	Gourou	nùŋú	n ù ŋ ú	1775
2845	oil (vegetable, liquid or buttery)	Jamsay_Mondoro	nǔŋ	n ǔ ŋ	1775
2846	oil (vegetable, liquid or buttery)	Togo_Kan	nìŋí	n ì ŋ í	1775
2847	oil (vegetable, liquid or buttery)	Yorno_So	nǐ:	n ǐː	1775
2848	oil (vegetable, liquid or buttery)	Tomo_Kan_Diangassagou	ɲì:	ɲ ìː	1775
2849	oil (vegetable, liquid or buttery)	Tommo_So	níyɛ́	n í dʒ ɛ́	1775
2850	oil (vegetable, liquid or buttery)	Dogul_Dom	nèègú	n è è ɡ ú	1775
2851	oil (vegetable, liquid or buttery)	Tebul_Ure	nùrⁿó	n ù r̃ ó	1775
2852	oil (vegetable, liquid or buttery)	Yanda_Dom	nì:	n ìː	1775
2853	oil (vegetable, liquid or buttery)	Tiranige	nú:	n úː	1775
2854	oil (vegetable, liquid or buttery)	Mombo	nû:	n ûː	1775
#
2855	okra	Toro_Tegu	tɔ̀rⁿí	t ɔ̀ r̃ í	1794
2856	okra	Ben_Tey	póró	p ó r ó	1783
2857	okra	Bankan_Tey	tólóy	t ó l ó dʒ	1782
2858	okra	Nanga	póró	p ó r ó	1783
2859	okra	Jamsay	póró	p ó r ó	1783
2860	okra	Perge_Tegu	póró	p ó r ó	1783
2861	okra	Gourou	pó:ró	p óː r ó	1783
2862	okra	Togo_Kan	ɔ̀gɔ̀pó:ró	ɔ̀ ɡ ɔ̀ p óː r ó	1783
2863	okra	Yorno_So	gáŋà:jù	ɡ á ŋ àː dʒ ù	1784
2864	okra	Tomo_Kan_Diangassagou	hóró	h ó r ó	1783
2865	okra	Dogul_Dom	gáŋájɛ̀	ɡ á ŋ á dʒ ɛ̀	1784
2866	okra	Tebul_Ure	ɔ̀rà:póró	ɔ̀ r àː p ó r ó	1783
2867	okra	Yanda_Dom	póró	p ó r ó	1783
2868	okra	Tiranige	mànàjí	m à n à dʒ í	1784
2869	okra	Mombo	gáŋá:jì	ɡ á ŋ áː dʒ ì	1784
#
2870	old (thing, animal)	Ben_Tey	pɛ̌:	p ɛ̌ː	1795
2871	old (thing, animal)	Bankan_Tey	pɛ̌:	p ɛ̌ː	1795
2872	old (thing, animal)	Nanga	pɛ̌:	p ɛ̌ː	1795
2873	old (thing, animal)	Jamsay	pɛ̌yⁿ	p ɛ̌ dʒⁿ	1795
2874	old (thing, animal)	Perge_Tegu	pɛ̌y	p ɛ̌ dʒ	1795
2875	old (thing, animal)	Jamsay_Mondoro	pɛ̌yⁿ	p ɛ̌ dʒⁿ	1795
2876	old (thing, animal)	Togo_Kan	pɛ̌ⁿ	p ɛ̃̌	1795
2877	old (thing, animal)	Yorno_So	pɛ̌y	p ɛ̌ dʒ	1795
2878	old (thing, animal)	Tomo_Kan_Diangassagou	pyɛ̀ⁿ	p dʒ ɛ̃̀	1807
2879	old (thing, animal)	Tommo_So	pɛ̌y	p ɛ̌ dʒ	1795
2880	old (thing, animal)	Dogul_Dom	dìyɔ́	d ì dʒ ɔ́	1798
2881	old (thing, animal)	Tiranige	kúnjú	k ú n dʒ ú	1801
2882	old (thing, animal)	Mombo	ká:nú	k áː n ú	1801
2883	old (thing, animal)	Bunoge	ʔìlɛ̀	ʔ ì l ɛ̀	1797
#
2884	one (in counting)	Toro_Tegu	túrú	t ú r ú	1810
2885	one (in counting)	Ben_Tey	tùmɔ́:	t ù m ɔ́ː	1808
2886	one (in counting)	Bankan_Tey	tùmá:	t ù m áː	1808
2887	one (in counting)	Nanga	tùmâ	t ù m â	1808
2888	one (in counting)	Jamsay	túrú	t ú r ú	1810
2889	one (in counting)	Perge_Tegu	tí:rú	t íː r ú	1810
2890	one (in counting)	Jamsay_Mondoro	túrú	t ú r ú	1810
2891	one (in counting)	Togo_Kan	tí→	t í →	1819
2892	one (in counting)	Yorno_So	tí→	t í →	1814
2893	one (in counting)	Tommo_So	tíí	t í í	1814
2894	one (in counting)	Dogul_Dom	tɔ́mɔ̀	t ɔ́ m ɔ̀	1808
2895	one (in counting)	Tebul_Ure	tí:rú	t íː r ú	1810
2896	one (in counting)	Yanda_Dom	tùmá→	t ù m á →	1808
2897	one (in counting)	Tiranige	tò:mà	t òː m à	1808
2898	one (in counting)	Mombo	tí:tà	t íː t à	1814
2899	one (in counting)	Bunoge	ǹtó:ró	ǹ t óː r ó	1810
#
2900	onion	Toro_Tegu	àlbásàl	à l b á s à l	1832
2901	onion	Ben_Tey	gâw	ɡ â w	1820
2902	onion	Bankan_Tey	gâw	ɡ â w	1820
2903	onion	Nanga	gâ:ⁿ	ɡ âːⁿ	1820
2904	onion	Perge_Tegu	gâw	ɡ â w	1820
2905	onion	Gourou	zàwá	z à w á	1822
2906	onion	Togo_Kan	jɔ̀wɔ́	dʒ ɔ̀ w ɔ́	1822
2907	onion	Yorno_So	gâw	ɡ â w	1820
2908	onion	Tomo_Kan_Diangassagou	kàⁿhwéléⁿ	k ã̀ h w é l ẽ́	1831
2909	onion	Tommo_So	gáw	ɡ á w	1820
2910	onion	Dogul_Dom	jàbá	dʒ à b á	1822
2911	onion	Tebul_Ure	gáw	ɡ á w	1827
2912	onion	Yanda_Dom	gǎw	ɡ ǎ w	1820
2913	onion	Tiranige	gǎw	ɡ ǎ w	1820
2914	onion	Mombo	jábà	dʒ á b à	1822
#
2915	pants	Toro_Tegu	zómó	z ó m ó	1844
2916	pants	Ben_Tey	mùrⁿùpàntàlɔ̂:ⁿ	m ù r̃ ù p à n t à l ɔ̂ːⁿ	1834
2917	pants	Bankan_Tey	yáwà	dʒ á w à	1833
2918	pants	Nanga	bùró	b ù r ó	1838
2919	pants	Jamsay	pɔ̌n	p ɔ̌ n	1835
2920	pants	Perge_Tegu	bùrú	b ù r ú	1838
2921	pants	Gourou	pɔ̌:n	p ɔ̌ː n	1835
2922	pants	Jamsay_Mondoro	pɔ̌n	p ɔ̌ n	1835
2923	pants	Togo_Kan	pɔ̀nù gùrú	p ɔ̀ n ù # ɡ ù r ú	1835
2924	pants	Yorno_So	pándàl	p á n d à l	1834
2925	pants	Tomo_Kan_Diangassagou	sɔ̀rɔ̀gɔ́	s ɔ̀ r ɔ̀ ɡ ɔ́	1843
2926	pants	Tebul_Ure	bùlú	b ù l ú	1838
2927	pants	Yanda_Dom	bùl	b ù l	1838
2928	pants	Tiranige	tá:	t áː	1833
#
2929	peanut	Toro_Tegu	ɛ̀ŋìnɛ̀ lǒw	ɛ̀ ŋ ì n ɛ̀ # l ǒ w	1845
2930	peanut	Ben_Tey	ɛ̀lɛ̀y bàrⁿǎyⁿ	ɛ̀ l ɛ̀ dʒ # b à r̃ ǎ dʒⁿ	1846
2931	peanut	Bankan_Tey	ɛ̀rɛ̀rɛ̀y gùrⁿâwⁿ	ɛ̀ r ɛ̀ r ɛ̀ dʒ # ɡ ù r̃ â w̃	1845
2932	peanut	Nanga	ɛ̀:rɛ̀ bárⁿí	ɛ̀ː r ɛ̀ # b á r̃ í	1846
2933	peanut	Perge_Tegu	ɛ̀:rɛ̀ bárⁿú	ɛ̀ː r ɛ̀ # b á r̃ ú	1846
2934	peanut	Gourou	ɛ̀:rɛ̀ múzúrú	ɛ̀ː r ɛ̀ # m ú z ú r ú	1846
2935	peanut	Togo_Kan	ɛ̀:rɛ̀múɲúrⁿú	ɛ̀ː r ɛ̀ m ú ɲ ú r̃ ú	1855
2936	peanut	Yorno_So	ɛ́gɛ́lɛ́	ɛ́ ɡ ɛ́ l ɛ́	1848
2937	peanut	Tomo_Kan_Diangassagou	ʔyɛ̀:lɛ̀báʔáwⁿ	ʔ dʒ ɛ̀ː l ɛ̀ b á ʔ á w̃	1856
2938	peanut	Dogul_Dom	ɛ́gɛ̀lɛ̀	ɛ́ ɡ ɛ̀ l ɛ̀	1848
2939	peanut	Tebul_Ure	ɛ̀jɛ̀: bárⁿɛ̀:	ɛ̀ dʒ ɛ̀ː # b á r̃ ɛ̀ː	1846
2940	peanut	Yanda_Dom	ɛ̀gɛ̀lɛ̀ bǎn	ɛ̀ ɡ ɛ̀ l ɛ̀ # b ǎ n	1848
2941	peanut	Tiranige	ɛ̀:lɛ̀ŋgè dó:lé	ɛ̀ː l ɛ̀ ŋ ɡ è # d óː l é	1850
2942	peanut	Mombo	ɔ́lɔ́ŋgé	ɔ́ l ɔ́ ŋ ɡ é	1850
2943	peanut	Bunoge	màndámù	m à n d á m ù	1847
#
2944	peanut or groundnut	Ben_Tey	ɛ́lɛ́y	ɛ́ l ɛ́ dʒ	1857
2945	peanut or groundnut	Bankan_Tey	ɛ́rɛ́rɛ̂y	ɛ́ r ɛ́ r ɛ̂ dʒ	1857
2946	peanut or groundnut	Nanga	ɛ́:rɛ̀	ɛ́ː r ɛ̀	1857
2947	peanut or groundnut	Jamsay	ɛ́:rɛ́	ɛ́ː r ɛ́	1857
2948	peanut or groundnut	Perge_Tegu	ɛ́:rɛ́	ɛ́ː r ɛ́	1857
2949	peanut or groundnut	Gourou	ɛ́:rɛ́	ɛ́ː r ɛ́	1857
2950	peanut or groundnut	Togo_Kan	ɛ́:rɛ́	ɛ́ː r ɛ́	1857
2951	peanut or groundnut	Yorno_So	ɛ́gɛ́lɛ́	ɛ́ ɡ ɛ́ l ɛ́	1857
2952	peanut or groundnut	Tommo_So	ɛ́lɛ́kɛ̀lɛ̀	ɛ́ l ɛ́ k ɛ̀ l ɛ̀	1857
2953	peanut or groundnut	Dogul_Dom	ɛ́gɛ̀lɛ̀	ɛ́ ɡ ɛ̀ l ɛ̀	1857
2954	peanut or groundnut	Tebul_Ure	ɛ́jɛ́:	ɛ́ dʒ ɛ́ː	1857
2955	peanut or groundnut	Yanda_Dom	ɛ̀gɛ̀lɛ̀	ɛ̀ ɡ ɛ̀ l ɛ̀	1857
2956	peanut or groundnut	Tiranige	ɛ̀:lɛ̀ŋgè	ɛ̀ː l ɛ̀ ŋ ɡ è	1862
2957	peanut or groundnut	Mombo	ɔ́lɔ́ŋgé	ɔ́ l ɔ́ ŋ ɡ é	1862
#
2958	penis	Toro_Tegu	ɛ́sú	ɛ́ s ú	1874
2959	penis	Ben_Tey	dɔ́rɔ̀	d ɔ́ r ɔ̀	1863
2960	penis	Bankan_Tey	děn	d ě n	1863
2961	penis	Nanga	dɛ̀rⁿí	d ɛ̀ r̃ í	1863
2962	penis	Perge_Tegu	dɔ́rɔ́	d ɔ́ r ɔ́	1863
2963	penis	Gourou	tɛ́rɛ́	t ɛ́ r ɛ́	1863
2964	penis	Togo_Kan	tɛ́rɛ́	t ɛ́ r ɛ́	1863
2965	penis	Yorno_So	tɛ́rɛ́	t ɛ́ r ɛ́	1863
2966	penis	Tomo_Kan_Diangassagou	cɛ̀rɛ́	tʃ ɛ̀ r ɛ́	1863
2967	penis	Tommo_So	tɛ́rɛ́	t ɛ́ r ɛ́	1863
2968	penis	Dogul_Dom	dúúmò	d ú ú m ò	1865
2969	penis	Tebul_Ure	dɛ̀gɛ́	d ɛ̀ ɡ ɛ́	1863
2970	penis	Yanda_Dom	dɛ̀:	d ɛ̀ː	1863
2971	penis	Mombo	yó:lé	dʒ óː l é	1863
#
2972	pestle (for pounding in a mortar)	Ben_Tey	tàlây	t à l â dʒ	1875
2973	pestle (for pounding in a mortar)	Bankan_Tey	tàndây	t à n d â dʒ	1875
2974	pestle (for pounding in a mortar)	Nanga	tàrⁿìyɛ̀rⁿî	t à r̃ ì dʒ ɛ̀ r̃ î	1875
2975	pestle (for pounding in a mortar)	Jamsay	mɔ̀tî:ⁿ	m ɔ̀ t ĩ̂ː	1879
2976	pestle (for pounding in a mortar)	Perge_Tegu	mòtî:ⁿ	m ò t ĩ̂ː	1879
2977	pestle (for pounding in a mortar)	Gourou	mɔ̀tî:ⁿ	m ɔ̀ t ĩ̂ː	1879
2978	pestle (for pounding in a mortar)	Jamsay_Mondoro	màtî:ⁿ	m à t ĩ̂ː	1879
2979	pestle (for pounding in a mortar)	Togo_Kan	dɔ̌yⁿ	d ɔ̌ dʒⁿ	1885
2980	pestle (for pounding in a mortar)	Yorno_So	kùyî:	k ù dʒ îː	1886
2981	pestle (for pounding in a mortar)	Tomo_Kan_Diangassagou	dùmɛ̀ⁿ	d ù m ɛ̃̀	1887
2982	pestle (for pounding in a mortar)	Tommo_So	kúy	k ú dʒ	1886
2983	pestle (for pounding in a mortar)	Dogul_Dom	kùnéégù	k ù n é é ɡ ù	1878
2984	pestle (for pounding in a mortar)	Tebul_Ure	tìníyɛ́	t ì n í dʒ ɛ́	1875
2985	pestle (for pounding in a mortar)	Yanda_Dom	kǔnyè	k ǔ n dʒ è	1886
2986	pestle (for pounding in a mortar)	Bunoge	dɔ́:bè	d ɔ́ː b è	1877
#
2987	pocket	Toro_Tegu	zípà	z í p à	1892
2988	pocket	Ben_Tey	júwɔ̀	dʒ ú w ɔ̀	1888
2989	pocket	Bankan_Tey	zíwà	z í w à	1888
2990	pocket	Nanga	júwâ	dʒ ú w â	1888
2991	pocket	Jamsay	júwɔ̀	dʒ ú w ɔ̀	1888
2992	pocket	Perge_Tegu	júwɔ̀	dʒ ú w ɔ̀	1888
2993	pocket	Gourou	zúwɔ̀	z ú w ɔ̀	1888
2994	pocket	Togo_Kan	júwɔ́	dʒ ú w ɔ́	1888
2995	pocket	Yorno_So	jíbɛ̀	dʒ í b ɛ̀	1892
2996	pocket	Tomo_Kan_Diangassagou	jùbá	dʒ ù b á	1892
2997	pocket	Tommo_So	jíbé	dʒ í b é	1892
2998	pocket	Tebul_Ure	zíbá	z í b á	1892
2999	pocket	Yanda_Dom	zùbá	z ù b á	1892
3000	pocket	Tiranige	yùwá	dʒ ù w á	1888
3001	pocket	Mombo	gíbá	ɡ í b á	1892
#
3002	pond, pool (any size)	Toro_Tegu	dɛ́	d ɛ́	1906
3003	pond, pool (any size)	Ben_Tey	tà:wàrá	t àː w à r á	1894
3004	pond, pool (any size)	Bankan_Tey	tà:mbá	t àː m b á	1893
3005	pond, pool (any size)	Nanga	tàgá	t à ɡ á	1894
3006	pond, pool (any size)	Jamsay	búró	b ú r ó	1897
3007	pond, pool (any size)	Perge_Tegu	tàgá	t à ɡ á	1894
3008	pond, pool (any size)	Gourou	búró	b ú r ó	1897
3009	pond, pool (any size)	Jamsay_Mondoro	búró	b ú r ó	1897
3010	pond, pool (any size)	Togo_Kan	búró	b ú r ó	1897
3011	pond, pool (any size)	Tommo_So	mùgó	m ù ɡ ó	1905
3012	pond, pool (any size)	Dogul_Dom	gòlònó	ɡ ò l ò n ó	1896
3013	pond, pool (any size)	Tebul_Ure	tàgá	t à ɡ á	1894
3014	pond, pool (any size)	Yanda_Dom	tàgà	t à ɡ à	1894
3015	pond, pool (any size)	Mombo	ɔ́ndɔ́	ɔ́ n d ɔ́	1900
3016	pond, pool (any size)	Bunoge	fɛ̀tɔ́	f ɛ̀ t ɔ́	1895
#
3017	pounding mortar (any kind)	Toro_Tegu	bɔ̀nɔ́	b ɔ̀ n ɔ́	1919
3018	pounding mortar (any kind)	Ben_Tey	túní:	t ú n íː	1907
3019	pounding mortar (any kind)	Bankan_Tey	túndú	t ú n d ú	1907
3020	pounding mortar (any kind)	Nanga	túndí	t ú n d í	1907
3021	pounding mortar (any kind)	Jamsay	màná:	m à n áː	1910
3022	pounding mortar (any kind)	Perge_Tegu	mòná:	m ò n áː	1910
3023	pounding mortar (any kind)	Gourou	màná:	m à n áː	1910
3024	pounding mortar (any kind)	Jamsay_Mondoro	màná:	m à n áː	1910
3025	pounding mortar (any kind)	Togo_Kan	dògóró	d ò ɡ ó r ó	1917
3026	pounding mortar (any kind)	Yorno_So	kǔy	k ǔ dʒ	1909
3027	pounding mortar (any kind)	Tomo_Kan_Diangassagou	dùjòⁿ	d ù dʒ õ̀	1907
3028	pounding mortar (any kind)	Dogul_Dom	kùnnúŋ	k ù n n ú ŋ	1909
3029	pounding mortar (any kind)	Yanda_Dom	kún	k ú n	1909
3030	pounding mortar (any kind)	Tiranige	túŋgú	t ú ŋ ɡ ú	1907
3031	pounding mortar (any kind)	Mombo	dɔ̀:ní	d ɔ̀ː n í	1907
#
3032	rag, tatters (old clothing)	Toro_Tegu	yɔ̀rù zègírè	dʒ ɔ̀ r ù # z è ɡ í r è	1924
3033	rag, tatters (old clothing)	Ben_Tey	jègérè	dʒ è ɡ é r è	1921
3034	rag, tatters (old clothing)	Bankan_Tey	zěwrè	z ě w r è	1920
3035	rag, tatters (old clothing)	Nanga	yùrì sɛ́mɛ́rⁿɛ́	dʒ ù r ì # s ɛ́ m ɛ́ r̃ ɛ́	1924
3036	rag, tatters (old clothing)	Jamsay	sìsɛ́rⁿɛ́wⁿɛ́	s ì s ɛ́ r̃ ɛ́ w̃ ɛ́	1920
3037	rag, tatters (old clothing)	Perge_Tegu	jègérè	dʒ è ɡ é r è	1921
3038	rag, tatters (old clothing)	Togo_Kan	sɛ̀mùrⁿú	s ɛ̀ m ù r̃ ú	1926
3039	rag, tatters (old clothing)	Yorno_So	sɔ̀ysɛ́mɛ́lɛ́	s ɔ̀ dʒ s ɛ́ m ɛ́ l ɛ́	1920
3040	rag, tatters (old clothing)	Tomo_Kan_Diangassagou	tù sɛ̀lɛ̀	t ù # s ɛ̀ l ɛ̀	1924
3041	rag, tatters (old clothing)	Tommo_So	sɛ́mmɛ́lɛ́	s ɛ́ m m ɛ́ l ɛ́	1926
3042	rag, tatters (old clothing)	Tebul_Ure	sɛ́mmé	s ɛ́ m m é	1926
3043	rag, tatters (old clothing)	Yanda_Dom	sɔ̀ŋ sɛ́mɛ́lɛ́	s ɔ̀ ŋ # s ɛ́ m ɛ́ l ɛ́	1924
3044	rag, tatters (old clothing)	Tiranige	sɔ̀: yɔ́gɔ́rɔ́	s ɔ̀ː # dʒ ɔ́ ɡ ɔ́ r ɔ́	1921
3045	rag, tatters (old clothing)	Mombo	sójálámì	s ó dʒ á l á m ì	1923
#
3046	rain (noun)	Toro_Tegu	àrⁿá	à r̃ á	1929
3047	rain (noun)	Bankan_Tey	bòndú	b ò n d ú	1927
3048	rain (noun)	Nanga	bòndí	b ò n d í	1927
3049	rain (noun)	Jamsay	àrⁿá	à r̃ á	1929
3050	rain (noun)	Perge_Tegu	àrⁿá	à r̃ á	1929
3051	rain (noun)	Gourou	àrⁿá	à r̃ á	1929
3052	rain (noun)	Togo_Kan	àrⁿú	à r̃ ú	1929
3053	rain (noun)	Yorno_So	àrⁿá	à r̃ á	1929
3054	rain (noun)	Tommo_So	àná	à n á	1929
3055	rain (noun)	Dogul_Dom	áláà	á l á à	1929
3056	rain (noun)	Tebul_Ure	àrⁿá	à r̃ á	1929
3057	rain (noun)	Yanda_Dom	àrⁿùŋ	à r̃ ù ŋ	1929
3058	rain (noun)	Tiranige	á:mì	áː m ì	1936
3059	rain (noun)	Mombo	kúmáŋgà	k ú m á ŋ ɡ à	1932
3060	rain (noun)	Bunoge	ʔáyà	ʔ á dʒ à	1928
#
3061	rain fall	Ben_Tey	bòlú mìrⁿɛ́	b ò l ú # m ì r̃ ɛ́	1937
3062	rain fall	Bankan_Tey	bòndú mìrⁿɛ́	b ò n d ú # m ì r̃ ɛ́	1937
3063	rain fall	Jamsay	àrⁿá mìrⁿé	à r̃ á # m ì r̃ é	1937
3064	rain fall	Perge_Tegu	àrⁿá mìrⁿé	à r̃ á # m ì r̃ é	1937
3065	rain fall	Gourou	àrⁿá mìrⁿé	à r̃ á # m ì r̃ é	1937
3066	rain fall	Jamsay_Mondoro	àrⁿá mìrⁿé	à r̃ á # m ì r̃ é	1937
