# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	DOCULECT	COUNTERPART	CONCEPT	TOKENS
2552	Perge_Tegu	yù:kɔ̀njɔ́	millet beer	dʒ ùː k ɔ̀ n dʒ ɔ́
2553	Gourou	kɔ̀sɔ́	millet beer	k ɔ̀ s ɔ́
2554	Jamsay_Mondoro	kɔ̀ɲɔ́	millet beer	k ɔ̀ ɲ ɔ́
2555	Togo_Kan	ɲú: kɛ́ɲɛ́	millet beer	ɲ úː # k ɛ́ ɲ ɛ́
2556	Yorno_So	kɔ̀ɲɔ́	millet beer	k ɔ̀ ɲ ɔ́
2557	Tomo_Kan_Diangassagou	cɛ́njɛ́	millet beer	tʃ ɛ́ n dʒ ɛ́
2558	Tommo_So	yúú kɔ̀njɔ̀	millet beer	dʒ ú ú # k ɔ̀ n dʒ ɔ̀
2559	Dogul_Dom	sìyɛ̀ kɔ́ɲjɔ̀	millet beer	s ì dʒ ɛ̀ # k ɔ́ ɲ dʒ ɔ̀
2560	Tebul_Ure	kɔ̀ndɔ́	millet beer	k ɔ̀ n d ɔ́
2561	Yanda_Dom	kɔ̀nzɔ̀	millet beer	k ɔ̀ n z ɔ̀
2562	Tiranige	kɔ́njɛ́	millet beer	k ɔ́ n dʒ ɛ́
2563	Mombo	sè:ŋgè kɔ́ndyɔ́	millet beer	s èː ŋ ɡ è # k ɔ́ n d dʒ ɔ́
2564	Bunoge	ʔàmmɛ̀	millet beer	ʔ à m m ɛ̀
#
2565	Toro_Tegu	yùpìrⁿá	millet flour	dʒ ù p ì r̃ á
2566	Ben_Tey	yû: pìnàm	millet flour	dʒ ûː # p ì n à m
2567	Bankan_Tey	yû: pìrⁿànàmù:	millet flour	dʒ ûː # p ì r̃ à n à m ùː
2568	Nanga	yù:pírⁿâ	millet flour	dʒ ùː p í r̃ â
2569	Jamsay	yù:pìnǎm	millet flour	dʒ ùː p ì n ǎ m
2570	Perge_Tegu	yù:pìnǎm	millet flour	dʒ ùː p ì n ǎ m
2571	Togo_Kan	ɲù: pùnǎyⁿ	millet flour	ɲ ùː # p ù n ǎ dʒⁿ
2572	Yorno_So	yù:pùnǎm	millet flour	dʒ ùː p ù n ǎ m
2573	Tommo_So	yùù púnɔ́	millet flour	dʒ ù ù # p ú n ɔ́
2574	Dogul_Dom	ʃìyɛ̀ púnó	millet flour	ʃ ì dʒ ɛ̀ # p ú n ó
2575	Tebul_Ure	yɔ̀púrⁿó	millet flour	dʒ ɔ̀ p ú r̃ ó
2576	Yanda_Dom	yù:púrⁿá	millet flour	dʒ ùː p ú r̃ á
2577	Tiranige	séŋgé pùnàŋgé	millet flour	s é ŋ ɡ é # p ù n à ŋ ɡ é
2578	Mombo	sè:ŋgè púnáŋgè	millet flour	s èː ŋ ɡ è # p ú n á ŋ ɡ è
#
2579	Toro_Tegu	ná:nâ:	mint	n áː n âː
2580	Ben_Tey	ànàná	mint	à n à n á
2581	Bankan_Tey	àná:nà	mint	à n áː n à
2582	Nanga	nàna᷈yⁿ	mint	n à n a᷈ dʒⁿ
2583	Jamsay	ànà:ná	mint	à n àː n á
2584	Perge_Tegu	ànàná	mint	à n à n á
2585	Togo_Kan	nànàyé	mint	n à n à dʒ é
2586	Yorno_So	nànàyê:	mint	n à n à dʒ êː
2587	Tomo_Kan_Diangassagou	nànàyè	mint	n à n à dʒ è
2588	Tommo_So	nànàý	mint	n à n à dʒ́
2589	Dogul_Dom	nànáày	mint	n à n á à dʒ
2590	Tebul_Ure	nànǎyⁿ	mint	n à n ǎ dʒⁿ
2591	Yanda_Dom	nànǎy	mint	n à n ǎ dʒ
2592	Tiranige	nànàyé	mint	n à n à dʒ é
2593	Mombo	nànǎy	mint	n à n ǎ dʒ
#
2594	Toro_Tegu	ìwá	moon	ì w á
2595	Ben_Tey	ùwɔ́	moon	ù w ɔ́
2596	Bankan_Tey	wǎ:	moon	w ǎː
2597	Nanga	wǎ:	moon	w ǎː
2598	Jamsay	ɛ̌:	moon	ɛ̌ː
2599	Perge_Tegu	ɛ̌:	moon	ɛ̌ː
2600	Gourou	ɛ̌:	moon	ɛ̌ː
2601	Jamsay_Mondoro	ɛ̌:	moon	ɛ̌ː
2602	Togo_Kan	ɔ̌:	moon	ɔ̌ː
2603	Tommo_So	ììyɛ́	moon	ì ì dʒ ɛ́
2604	Dogul_Dom	wɔ́ɔ́gù	moon	w ɔ́ ɔ́ ɡ ù
2605	Tebul_Ure	swǎ:	moon	s w ǎː
2606	Yanda_Dom	swà:	moon	s w àː
2607	Tiranige	éŋání	moon	é ŋ á n í
2608	Mombo	wɛ̂:	moon	w ɛ̂ː
2609	Bunoge	yá:sìmà	moon	dʒ áː s ì m à
#
2610	Toro_Tegu	ná	mother	n á
2611	Ben_Tey	nàrⁿá	mother	n à r̃ á
2612	Nanga	dě:	mother	d ěː
2613	Jamsay	nǎ:	mother	n ǎː
2614	Perge_Tegu	nǎ:	mother	n ǎː
2615	Gourou	nǎ:	mother	n ǎː
2616	Jamsay_Mondoro	nǎ:	mother	n ǎː
2617	Togo_Kan	ìnǎ:	mother	ì n ǎː
2618	Yorno_So	ná:	mother	n áː
2619	Tommo_So	nnáá	mother	n n á á
2620	Dogul_Dom	dààrá	mother	d à à r á
2621	Tebul_Ure	nàrⁿá	mother	n à r̃ á
2622	Yanda_Dom	nì:	mother	n ìː
2623	Tiranige	nɛ̀nɛ̀	mother	n ɛ̀ n ɛ̀
2624	Mombo	ní:	mother	n íː
#
2625	Ben_Tey	kúwó	munch on and suck (kola, sugar cane)	k ú w ó
2626	Bankan_Tey	kúwó	munch on and suck (kola, sugar cane)	k ú w ó
2627	Nanga	kúwó	munch on and suck (kola, sugar cane)	k ú w ó
2628	Jamsay	tɛ́wⁿɛ́	munch on and suck (kola, sugar cane)	t ɛ́ w̃ ɛ́
2629	Perge_Tegu	kúwó	munch on and suck (kola, sugar cane)	k ú w ó
2630	Gourou	kúwó	munch on and suck (kola, sugar cane)	k ú w ó
2631	Jamsay_Mondoro	tɛ́wⁿɛ́	munch on and suck (kola, sugar cane)	t ɛ́ w̃ ɛ́
2632	Togo_Kan	tɛ́wⁿɛ́	munch on and suck (kola, sugar cane)	t ɛ́ w̃ ɛ́
2633	Yorno_So	tɛ́wⁿɛ́	munch on and suck (kola, sugar cane)	t ɛ́ w̃ ɛ́
2634	Tomo_Kan_Diangassagou	cémé	munch on and suck (kola, sugar cane)	tʃ é m é
2635	Dogul_Dom	tɛ̀mɛ́	munch on and suck (kola, sugar cane)	t ɛ̀ m ɛ́
2636	Tebul_Ure	kúbó	munch on and suck (kola, sugar cane)	k ú b ó
2637	Yanda_Dom	kúbó	munch on and suck (kola, sugar cane)	k ú b ó
2638	Tiranige	tɛ́mɔ́	munch on and suck (kola, sugar cane)	t ɛ́ m ɔ́
2639	Mombo	tɛ́mɛ́	munch on and suck (kola, sugar cane)	t ɛ́ m ɛ́
#
2640	Toro_Tegu	m̀ bá	my father	m̀ # b á
2641	Ben_Tey	bɔ᷈:	my father	b ɔ᷈ː
2642	Bankan_Tey	bɔ᷈:	my father	b ɔ᷈ː
2643	Nanga	bǎ: yɛ᷈:	my father	b ǎː # dʒ ɛ᷈ː
2644	Jamsay	mì dê:	my father	m ì # d êː
2645	Perge_Tegu	mì bâ:	my father	m ì # b âː
2646	Gourou	mì díyè	my father	m ì # d í dʒ è
2647	Jamsay_Mondoro	mì dê:	my father	m ì # d êː
2648	Togo_Kan	dèdé: mà	my father	d è d éː # m à
2649	Tommo_So	mí báá	my father	m í # b á á
2650	Dogul_Dom	ǹdé mmɔ̀	my father	ǹ d é # m m ɔ̀
2651	Tebul_Ure	mí bà	my father	m í # b à
2652	Yanda_Dom	mì dé:	my father	m ì # d éː
2653	Tiranige	mì bàwá	my father	m ì # b à w á
2654	Mombo	m̀bá:	my father	m̀ b áː
#
2655	Toro_Tegu	m̀ áwⁿà	my father- or mother-in-law	m̀ # á w̃ à
2656	Ben_Tey	ɔ̌wⁿrⁿù	my father- or mother-in-law	ɔ̌ w̃ r̃ ù
2657	Bankan_Tey	ómírⁿì	my father- or mother-in-law	ó m í r̃ ì
2658	Nanga	òmìrⁿí yɛ᷈:	my father- or mother-in-law	ò m ì r̃ í # dʒ ɛ᷈ː
2659	Jamsay	mì ɔ́wⁿɔ̀	my father- or mother-in-law	m ì # ɔ́ w̃ ɔ̀
2660	Perge_Tegu	mì áwⁿà	my father- or mother-in-law	m ì # á w̃ à
2661	Togo_Kan	àwⁿá mà	my father- or mother-in-law	à w̃ á # m à
2662	Yorno_So	mú àwⁿà	my father- or mother-in-law	m ú # à w̃ à
2663	Tommo_So	mí ámá	my father- or mother-in-law	m í # á m á
2664	Dogul_Dom	mí ámílí	my father- or mother-in-law	m í # á m í l í
2665	Tebul_Ure	mí ómlè:	my father- or mother-in-law	m í # ó m l èː
2666	Yanda_Dom	mì ámélé	my father- or mother-in-law	m ì # á m é l é
2667	Tiranige	mì àmàlí	my father- or mother-in-law	m ì # à m à l í
2668	Mombo	ńɲámálì	my father- or mother-in-law	ń ɲ á m á l ì
#
2669	Toro_Tegu	ǹ ná	my mother	ǹ # n á
2670	Ben_Tey	nǎrⁿà	my mother	n ǎ r̃ à
2671	Bankan_Tey	nárⁿâ	my mother	n á r̃ â
2672	Nanga	dě: yɛ᷈:	my mother	d ěː # dʒ ɛ᷈ː
2673	Jamsay	mì nâ:	my mother	m ì # n âː
2674	Perge_Tegu	mì nâ:	my mother	m ì # n âː
2675	Gourou	mì nâ:	my mother	m ì # n âː
2676	Jamsay_Mondoro	mì nâ:	my mother	m ì # n âː
2677	Togo_Kan	ìnǎ: mà	my mother	ì n ǎː # m à
2678	Yorno_So	mú nà:	my mother	m ú # n àː
2679	Tommo_So	mí náá	my mother	m í # n á á
2680	Tebul_Ure	mí nárⁿà	my mother	m í # n á r̃ à
2681	Yanda_Dom	mì ní:	my mother	m ì # n íː
2682	Tiranige	mì nɛ̀nɛ́	my mother	m ì # n ɛ̀ n ɛ́
2683	Mombo	ǹní:	my mother	ǹ n íː
#
2684	Toro_Tegu	kórú	navel	k ó r ú
2685	Ben_Tey	bɔ̀ŋgɔ́	navel	b ɔ̀ ŋ ɡ ɔ́
2686	Bankan_Tey	kón	navel	k ó n
2687	Nanga	bɔ̀ŋgɔ́	navel	b ɔ̀ ŋ ɡ ɔ́
2688	Jamsay	kón	navel	k ó n
2689	Perge_Tegu	bɔ̀ŋgɔ́	navel	b ɔ̀ ŋ ɡ ɔ́
2690	Gourou	kón	navel	k ó n
2691	Jamsay_Mondoro	kón	navel	k ó n
2692	Togo_Kan	bɔ̀gú	navel	b ɔ̀ ɡ ú
2693	Yorno_So	bɔ̀gìý	navel	b ɔ̀ ɡ ì dʒ́
2694	Tomo_Kan_Diangassagou	kù:kwɛ̀ʔɛ̀ⁿ	navel	k ùː k w ɛ̀ ʔ ɛ̃̀
2695	Tommo_So	bɔ̀ŋgɔ̀ý	navel	b ɔ̀ ŋ ɡ ɔ̀ dʒ́
2696	Dogul_Dom	bɔ́ŋgɔ̀	navel	b ɔ́ ŋ ɡ ɔ̀
2697	Tebul_Ure	bɔ̀ŋgɔ́	navel	b ɔ̀ ŋ ɡ ɔ́
2698	Yanda_Dom	bɔ̀ŋɔ̀	navel	b ɔ̀ ŋ ɔ̀
2699	Tiranige	bɔ̀ŋgùlɔ̀	navel	b ɔ̀ ŋ ɡ ù l ɔ̀
2700	Mombo	bòŋgèlé	navel	b ò ŋ ɡ è l é
2701	Bunoge	bɔ̀ŋgɛ́lɛ̀	navel	b ɔ̀ ŋ ɡ ɛ́ l ɛ̀
#
2702	Toro_Tegu	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2703	Ben_Tey	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2704	Bankan_Tey	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2705	Nanga	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2706	Jamsay	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2707	Perge_Tegu	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2708	Gourou	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2709	Togo_Kan	kɔ̀rɔ́	neck	k ɔ̀ r ɔ́
2710	Yorno_So	kùkɔ̀lɔ́	neck	k ù k ɔ̀ l ɔ́
2711	Tomo_Kan_Diangassagou	kɔ̀lɔ̀	neck	k ɔ̀ l ɔ̀
2712	Tommo_So	ɔ̀dɔ́	neck	ɔ̀ d ɔ́
2713	Dogul_Dom	mɔ́ɔ́gù	neck	m ɔ́ ɔ́ ɡ ù
2714	Yanda_Dom	kɔ̀lɔ̀	neck	k ɔ̀ l ɔ̀
2715	Tiranige	mɔ́:	neck	m ɔ́ː
2716	Mombo	párù	neck	p á r ù
2717	Bunoge	kòláŋgè	neck	k ò l á ŋ ɡ è
#
2718	Toro_Tegu	kálá	needle (sewing)	k á l á
2719	Ben_Tey	mìsílè	needle (sewing)	m ì s í l è
2720	Bankan_Tey	mísìndê:	needle (sewing)	m í s ì n d êː
2721	Nanga	mɛ̀sírⁿɛ̂	needle (sewing)	m ɛ̀ s í r̃ ɛ̂
2722	Jamsay	kállá	needle (sewing)	k á l l á
2723	Perge_Tegu	kálá	needle (sewing)	k á l á
2724	Jamsay_Mondoro	kállá	needle (sewing)	k á l l á
2725	Togo_Kan	mɛ̀ɲɛ́rⁿɛ́	needle (sewing)	m ɛ̀ ɲ ɛ́ r̃ ɛ́
2726	Yorno_So	kálá	needle (sewing)	k á l á
2727	Tommo_So	mɛ̀njɛ̀nɛ́	needle (sewing)	m ɛ̀ n dʒ ɛ̀ n ɛ́
2728	Dogul_Dom	mɛ̀njɛ̀nɛ́	needle (sewing)	m ɛ̀ n dʒ ɛ̀ n ɛ́
2729	Tebul_Ure	mɛ̀ndɛ́rⁿɛ́	needle (sewing)	m ɛ̀ n d ɛ́ r̃ ɛ́
2730	Yanda_Dom	mɛ̀nzínà	needle (sewing)	m ɛ̀ n z í n à
2731	Mombo	mènyèné	needle (sewing)	m è n dʒ è n é
#
2732	Toro_Tegu	àlká	neighborhood, quarter (section of a village or town)	à l k á
2733	Ben_Tey	póŋgú	neighborhood, quarter (section of a village or town)	p ó ŋ ɡ ú
2734	Bankan_Tey	póŋgú	neighborhood, quarter (section of a village or town)	p ó ŋ ɡ ú
2735	Nanga	gàndí	neighborhood, quarter (section of a village or town)	ɡ à n d í
2736	Jamsay	nɔ̌ŋ	neighborhood, quarter (section of a village or town)	n ɔ̌ ŋ
2737	Perge_Tegu	póŋ	neighborhood, quarter (section of a village or town)	p ó ŋ
2738	Gourou	nɔ̌ŋ	neighborhood, quarter (section of a village or town)	n ɔ̌ ŋ
2739	Jamsay_Mondoro	nɔ̌ŋ	neighborhood, quarter (section of a village or town)	n ɔ̌ ŋ
2740	Togo_Kan	gòmòró	neighborhood, quarter (section of a village or town)	ɡ ò m ò r ó
2741	Yorno_So	nɔ̀ŋú	neighborhood, quarter (section of a village or town)	n ɔ̀ ŋ ú
2742	Tommo_So	gànnú	neighborhood, quarter (section of a village or town)	ɡ à n n ú
2743	Yanda_Dom	nɔ̀ŋ	neighborhood, quarter (section of a village or town)	n ɔ̀ ŋ
2744	Tiranige	sɔ̀:lɔ̀	neighborhood, quarter (section of a village or town)	s ɔ̀ː l ɔ̀
2745	Mombo	tɔ́ndɔ̀	neighborhood, quarter (section of a village or town)	t ɔ́ n d ɔ̀
#
2746	Toro_Tegu	kàlá	new	k à l á
2747	Ben_Tey	kálà	new	k á l à
2748	Bankan_Tey	kándà	new	k á n d à
2749	Nanga	kándà	new	k á n d à
2750	Jamsay	kàná	new	k à n á
2751	Perge_Tegu	kàlá	new	k à l á
2752	Gourou	kàná	new	k à n á
2753	Jamsay_Mondoro	kàná	new	k à n á
2754	Togo_Kan	kàná	new	k à n á
2755	Yorno_So	kàná	new	k à n á
2756	Tomo_Kan_Diangassagou	kàndà	new	k à n d à
2757	Tommo_So	kàndá	new	k à n d á
2758	Dogul_Dom	kásá	new	k á s á
2759	Tebul_Ure	kàndá	new	k à n d á
2760	Tiranige	kándá	new	k á n d á
2761	Mombo	kándá	new	k á n d á
2762	Bunoge	kàndà	new	k à n d à
#
2763	Toro_Tegu	yⁿà:ŋá	night	dʒⁿ àː ŋ á
2764	Ben_Tey	ɲárⁿù	night	ɲ á r̃ ù
2765	Bankan_Tey	ɲân	night	ɲ â n
2766	Nanga	dɛ̀:ndɛ̂	night	d ɛ̀ː n d ɛ̂
2767	Jamsay	dà:ɣá	night	d àː ɣ á
2768	Perge_Tegu	dɛ̀:gɛ́	night	d ɛ̀ː ɡ ɛ́
2769	Gourou	dà:ɣá	night	d àː ɣ á
2770	Jamsay_Mondoro	dà:gá	night	d àː ɡ á
2771	Togo_Kan	dà:gá	night	d àː ɡ á
2772	Yorno_So	dìgɛ́	night	d ì ɡ ɛ́
2773	Dogul_Dom	yáágà	night	dʒ á á ɡ à
2774	Tebul_Ure	dɛ̀ndɛ́	night	d ɛ̀ n d ɛ́
2775	Yanda_Dom	dèndà:	night	d è n d àː
2776	Tiranige	yà:gù	night	dʒ àː ɡ ù
2777	Mombo	dó:	night	d óː
2778	Bunoge	yà	night	dʒ à
#
2779	Toro_Tegu	lá:rà	nine	l áː r à
2780	Ben_Tey	tè:sǐm	nine	t èː s ǐ m
2781	Bankan_Tey	tè:súm	nine	t èː s ú m
2782	Nanga	tè:sǐ:	nine	t èː s ǐː
2783	Jamsay	lá:rúwà	nine	l áː r ú w à
2784	Perge_Tegu	lá:rwà	nine	l áː r w à
2785	Gourou	lá:rúwà	nine	l áː r ú w à
2786	Togo_Kan	tùwâ:	nine	t ù w âː
2787	Yorno_So	tùwɔ́	nine	t ù w ɔ́
2788	Tommo_So	túwwɔ́	nine	t ú w w ɔ́
2789	Dogul_Dom	tùùwɔ́	nine	t ù ù w ɔ́
2790	Tiranige	tó:wá	nine	t óː w á
2791	Mombo	tó:wà	nine	t óː w à
2792	Bunoge	tó:wà	nine	t óː w à
#
2793	Toro_Tegu	háwsá	north	h á w s á
2794	Ben_Tey	bòsòn dâ:	north	b ò s ò n # d âː
2795	Bankan_Tey	háwsá	north	h á w s á
2796	Nanga	dù:dágá	north	d ùː d á ɡ á
2797	Perge_Tegu	ílàm	north	í l à m
2798	Gourou	tɔ̀rɔ̀dáɣá	north	t ɔ̀ r ɔ̀ d á ɣ á
2799	Jamsay_Mondoro	tɔ́rɔ̀	north	t ɔ́ r ɔ̀
2800	Togo_Kan	tɔ̀rɔ̀dìgí	north	t ɔ̀ r ɔ̀ d ì ɡ í
2801	Yorno_So	dònô:	north	d ò n ôː
2802	Tommo_So	kɔ́lɔ́lú	north	k ɔ́ l ɔ́ l ú
2803	Dogul_Dom	dúúg	north	d ú ú ɡ
2804	Tebul_Ure	tɔ̀mbɔ̀dá:	north	t ɔ̀ m b ɔ̀ d áː
2805	Tiranige	kɔ̀rɔ̀mbáná	north	k ɔ̀ r ɔ̀ m b á n á
2806	Mombo	ɲòmbòlì kó:ló	north	ɲ ò m b ò l ì # k óː l ó
#
2807	Toro_Tegu	cìrⁿòká	nose	tʃ ì r̃ ò k á
2808	Ben_Tey	círⁿì	nose	tʃ í r̃ ì
2809	Bankan_Tey	círⁿè	nose	tʃ í r̃ è
2810	Nanga	kírⁿê	nose	k í r̃ ê
2811	Jamsay	círⁿé	nose	tʃ í r̃ é
2812	Perge_Tegu	kírⁿé	nose	k í r̃ é
2813	Gourou	kírⁿé	nose	k í r̃ é
2814	Jamsay_Mondoro	círⁿé	nose	tʃ í r̃ é
2815	Togo_Kan	kírⁿí	nose	k í r̃ í
2816	Yorno_So	kín	nose	k í n
2817	Tomo_Kan_Diangassagou	cìní	nose	tʃ ì n í
2818	Tommo_So	kínú	nose	k í n ú
2819	Dogul_Dom	kìnjɔ́	nose	k ì n dʒ ɔ́
2820	Tebul_Ure	cíné	nose	tʃ í n é
2821	Yanda_Dom	cìnzà	nose	tʃ ì n z à
2822	Tiranige	cínjɔ́	nose	tʃ í n dʒ ɔ́
2823	Mombo	kínjà	nose	k í n dʒ à
2824	Bunoge	kìnà	nose	k ì n à
#
2825	Toro_Tegu	lɔ̀gɔ́	odor, smell (noun)	l ɔ̀ ɡ ɔ́
2826	Ben_Tey	jî:ⁿ	odor, smell (noun)	dʒ ĩ̂ː
2827	Bankan_Tey	gìyⁿɛ́	odor, smell (noun)	ɡ ì dʒⁿ ɛ́
2828	Nanga	gǐ:ⁿ	odor, smell (noun)	ɡ ĩ̌ː
2829	Jamsay	jíɲù	odor, smell (noun)	dʒ í ɲ ù
2830	Perge_Tegu	jíŋgì	odor, smell (noun)	dʒ í ŋ ɡ ì
2831	Gourou	gísù	odor, smell (noun)	ɡ í s ù
2832	Jamsay_Mondoro	jíɲù	odor, smell (noun)	dʒ í ɲ ù
2833	Togo_Kan	jíɲí	odor, smell (noun)	dʒ í ɲ í
2834	Yorno_So	jíɲù	odor, smell (noun)	dʒ í ɲ ù
2835	Tommo_So	jíɲɲú	odor, smell (noun)	dʒ í ɲ ɲ ú
2836	Dogul_Dom	jìɲú	odor, smell (noun)	dʒ ì ɲ ú
2837	Yanda_Dom	gìɲú	odor, smell (noun)	ɡ ì ɲ ú
2838	Mombo	gìyⁿí	odor, smell (noun)	ɡ ì dʒⁿ í
#
2839	Toro_Tegu	lǒw	oil (vegetable, liquid or buttery)	l ǒ w
2840	Bankan_Tey	nǐ:	oil (vegetable, liquid or buttery)	n ǐː
2841	Nanga	lì:gí	oil (vegetable, liquid or buttery)	l ìː ɡ í
2842	Jamsay	nǔŋ	oil (vegetable, liquid or buttery)	n ǔ ŋ
2843	Perge_Tegu	nùŋgú	oil (vegetable, liquid or buttery)	n ù ŋ ɡ ú
2844	Gourou	nùŋú	oil (vegetable, liquid or buttery)	n ù ŋ ú
2845	Jamsay_Mondoro	nǔŋ	oil (vegetable, liquid or buttery)	n ǔ ŋ
2846	Togo_Kan	nìŋí	oil (vegetable, liquid or buttery)	n ì ŋ í
2847	Yorno_So	nǐ:	oil (vegetable, liquid or buttery)	n ǐː
2848	Tomo_Kan_Diangassagou	ɲì:	oil (vegetable, liquid or buttery)	ɲ ìː
2849	Tommo_So	níyɛ́	oil (vegetable, liquid or buttery)	n í dʒ ɛ́
2850	Dogul_Dom	nèègú	oil (vegetable, liquid or buttery)	n è è ɡ ú
2851	Tebul_Ure	nùrⁿó	oil (vegetable, liquid or buttery)	n ù r̃ ó
2852	Yanda_Dom	nì:	oil (vegetable, liquid or buttery)	n ìː
2853	Tiranige	nú:	oil (vegetable, liquid or buttery)	n úː
2854	Mombo	nû:	oil (vegetable, liquid or buttery)	n ûː
#
2855	Toro_Tegu	tɔ̀rⁿí	okra	t ɔ̀ r̃ í
2856	Ben_Tey	póró	okra	p ó r ó
2857	Bankan_Tey	tólóy	okra	t ó l ó dʒ
2858	Nanga	póró	okra	p ó r ó
2859	Jamsay	póró	okra	p ó r ó
2860	Perge_Tegu	póró	okra	p ó r ó
2861	Gourou	pó:ró	okra	p óː r ó
2862	Togo_Kan	ɔ̀gɔ̀pó:ró	okra	ɔ̀ ɡ ɔ̀ p óː r ó
2863	Yorno_So	gáŋà:jù	okra	ɡ á ŋ àː dʒ ù
2864	Tomo_Kan_Diangassagou	hóró	okra	h ó r ó
2865	Dogul_Dom	gáŋájɛ̀	okra	ɡ á ŋ á dʒ ɛ̀
2866	Tebul_Ure	ɔ̀rà:póró	okra	ɔ̀ r àː p ó r ó
2867	Yanda_Dom	póró	okra	p ó r ó
2868	Tiranige	mànàjí	okra	m à n à dʒ í
2869	Mombo	gáŋá:jì	okra	ɡ á ŋ áː dʒ ì
#
2870	Ben_Tey	pɛ̌:	old (thing, animal)	p ɛ̌ː
2871	Bankan_Tey	pɛ̌:	old (thing, animal)	p ɛ̌ː
2872	Nanga	pɛ̌:	old (thing, animal)	p ɛ̌ː
2873	Jamsay	pɛ̌yⁿ	old (thing, animal)	p ɛ̌ dʒⁿ
2874	Perge_Tegu	pɛ̌y	old (thing, animal)	p ɛ̌ dʒ
2875	Jamsay_Mondoro	pɛ̌yⁿ	old (thing, animal)	p ɛ̌ dʒⁿ
2876	Togo_Kan	pɛ̌ⁿ	old (thing, animal)	p ɛ̃̌
2877	Yorno_So	pɛ̌y	old (thing, animal)	p ɛ̌ dʒ
2878	Tomo_Kan_Diangassagou	pyɛ̀ⁿ	old (thing, animal)	p dʒ ɛ̃̀
2879	Tommo_So	pɛ̌y	old (thing, animal)	p ɛ̌ dʒ
2880	Dogul_Dom	dìyɔ́	old (thing, animal)	d ì dʒ ɔ́
2881	Tiranige	kúnjú	old (thing, animal)	k ú n dʒ ú
2882	Mombo	ká:nú	old (thing, animal)	k áː n ú
2883	Bunoge	ʔìlɛ̀	old (thing, animal)	ʔ ì l ɛ̀
#
2884	Toro_Tegu	túrú	one (in counting)	t ú r ú
2885	Ben_Tey	tùmɔ́:	one (in counting)	t ù m ɔ́ː
2886	Bankan_Tey	tùmá:	one (in counting)	t ù m áː
2887	Nanga	tùmâ	one (in counting)	t ù m â
2888	Jamsay	túrú	one (in counting)	t ú r ú
2889	Perge_Tegu	tí:rú	one (in counting)	t íː r ú
2890	Jamsay_Mondoro	túrú	one (in counting)	t ú r ú
2891	Togo_Kan	tí→	one (in counting)	t í →
2892	Yorno_So	tí→	one (in counting)	t í →
2893	Tommo_So	tíí	one (in counting)	t í í
2894	Dogul_Dom	tɔ́mɔ̀	one (in counting)	t ɔ́ m ɔ̀
2895	Tebul_Ure	tí:rú	one (in counting)	t íː r ú
2896	Yanda_Dom	tùmá→	one (in counting)	t ù m á →
2897	Tiranige	tò:mà	one (in counting)	t òː m à
2898	Mombo	tí:tà	one (in counting)	t íː t à
2899	Bunoge	ǹtó:ró	one (in counting)	ǹ t óː r ó
#
2900	Toro_Tegu	àlbásàl	onion	à l b á s à l
2901	Ben_Tey	gâw	onion	ɡ â w
2902	Bankan_Tey	gâw	onion	ɡ â w
2903	Nanga	gâ:ⁿ	onion	ɡ âːⁿ
2904	Perge_Tegu	gâw	onion	ɡ â w
2905	Gourou	zàwá	onion	z à w á
2906	Togo_Kan	jɔ̀wɔ́	onion	dʒ ɔ̀ w ɔ́
2907	Yorno_So	gâw	onion	ɡ â w
2908	Tomo_Kan_Diangassagou	kàⁿhwéléⁿ	onion	k ã̀ h w é l ẽ́
2909	Tommo_So	gáw	onion	ɡ á w
2910	Dogul_Dom	jàbá	onion	dʒ à b á
2911	Tebul_Ure	gáw	onion	ɡ á w
2912	Yanda_Dom	gǎw	onion	ɡ ǎ w
2913	Tiranige	gǎw	onion	ɡ ǎ w
2914	Mombo	jábà	onion	dʒ á b à
#
2915	Toro_Tegu	zómó	pants	z ó m ó
2916	Ben_Tey	mùrⁿùpàntàlɔ̂:ⁿ	pants	m ù r̃ ù p à n t à l ɔ̂ːⁿ
2917	Bankan_Tey	yáwà	pants	dʒ á w à
2918	Nanga	bùró	pants	b ù r ó
2919	Jamsay	pɔ̌n	pants	p ɔ̌ n
2920	Perge_Tegu	bùrú	pants	b ù r ú
2921	Gourou	pɔ̌:n	pants	p ɔ̌ː n
2922	Jamsay_Mondoro	pɔ̌n	pants	p ɔ̌ n
2923	Togo_Kan	pɔ̀nù gùrú	pants	p ɔ̀ n ù # ɡ ù r ú
2924	Yorno_So	pándàl	pants	p á n d à l
