code (Eng)	subcode (Eng)	code (fr)	sous-code (fr)	code #	subcode #	subsubcode #	short	court	ref#	date	comment	Leipzig-Jakarta	Swadesh (AH)	English	français	NAME Toro Tegu	NAME Bangime	NAME Sangha So	NAME Ben Tey	NAME Bankan-Tey	NAME Nanga	Jamsay (alphabet)	NAME Jamsay Douentza	NAME Perge Tegu	NAME Gourou	NAME Jamsay Mondoro	NAME Togo-Kan	NAME Yorno-So	NAME Tomo Kan Segue	NAME Tomo Kan Diangassagou	NAME Tommo-So	NAME Dogul Dom	 NAME Tebul Ure	NAME Yanda Dom	NAME Najamba	NAME Tiranige	NAME Mombo	NAME Ampari	NAME Bunoge	NAME Penange
cut	split/divide	couper	fendre/diviser	137	10	4	halve, split	fendre	06796	old			split (peanut) in half	split (peanut) in half	fendre (noix d'arachide) en deux	pɛ́lsú\\pɛ́lsá	kór̃ɔ̀ \\ pɛ́rɛ́ndɛ́		káwrú	káwrí	káwrí	karawa	káráwá	káwrá			káwùrù\\káwárá	kábálá-\\kábúl			kóbí-ló			kábú-lɛ́\\kábú-lá-lì	kábí-lɛ́	táŋgú-ló	kómbólè		kúmbúlè	gúmbú-gè
scratch/scrape	scratch	gratter/racler	gratter	139	1	1	scratch	gratter	06881	old			scratch (sth, e.g. one's arm)	scratch (sth, e.g. one's arm)	gratter (qch, par ex., son bras)	kɔ́sú\\kɔ́sɔ́	kɔ̌ɣójò		kɔ́:sí	kɔ́:sí	kɔ́:sí	wɔgɔ	wɔ̀ɣɔ́	wɔ̀gɔ́	wɔ̀ɣɔ́		wɔ̀gɔ́	wɔ̀rɔ́-\\wɔ̀rɔ́			kɔ́njɔ́		kɔ́: (kɔ́:-tì-)	kɔ́nzíyɛ́\\kɔ́nzíyá-lì	kɔ́jí-yɛ́	kówájó	ká:jè		kó:rè	kábájè
dig	dig	creuser	creuser	141	1	1	dig	creuser	06910	old			dig (sth)	dig (sth)	creuser (qch)	gàsú\\gàsá	kííndù		gànjí	gàzí	gànjí, gùnjó	jaⁿ	jǎ:ⁿ	gànjá	zǎ:ⁿ	jǎ:ⁿ	jǎ:	gùló-\\gǔl			gùló, wànjá		gùló (gùló-tì-)	gùló\\gùlò-lí	gǔl\\gùlè	gújó	gánjé		gɔ́jɛ̀	gájé
sleep/wake/bed	sleep	dormer/réveiller/lit	dormir	142	1	1	sleep	dormir	06920	old	basic			go to sleep, fall asleep, sleep	dormir, s'endormir	jìró léy\\léyó		gìrí jèjí	jìrè-nî: ní:yⁿí	níyⁿɛ́	níyⁿɛ́, gìrè-níyⁿɛ̂ níyⁿɛ́	jinini	jìnî: ní:	gìnî: níyⁿé	gìní ní:	jìnî: ní:	gìnɛ́ nɔ́wⁿ-ì:	gìrî: yé:			(gìré) yéyí-yé		jìrè-[ní-ŋgí] ní: (ní:-yà-)	nìyⁿé\\nìyⁿé-lì	nóyè nóy\\nòyè	nóyó ~ náyó	nó:yè	é:ndò (ɛ̀:ndé, é:ndé-rí)	dó:yè	nó:yè ~ nó:è
penetrate	bite/sting	pénétrer	mordre/piquer	143	5	1	bite	mordre	06966	old	basic	to bite		(sb, mammal) bite (sb)	(qn, mammifère) mordre (qch, qn)	cɛ́rú\\cɛ́rá	tá-mbà/tá-w̃à	kɛ́rú	kúwó	kúwó	kúwó	cɛrɛ	cɛ́rɛ́	kɛ́rɛ́	kɛ́rɛ́	cɛ́rɛ́	kɛ́rɛ́	kɛ́rɛ́-\\kɛ́rɛ́			kɛ́rɛ́		cɛ́rɛ́ (cɛ́rɛ́-tì-)	kɛ́dɛ́\\kɛ́dá-lì	kɛ́rɛ́	cɛ́rɔ́	núŋgɛ́	dígò (dígɛ́, dígɛ́-rí)	núnjè	núŋgɛ́
penetrate	bite/sting	pénétrer	mordre/piquer	143	5	4	bite	piquer	06969	old			(snake) bite (sb)	(snake) bite (sb)	(serpent) piquer (qn)	cɛ́rú\\cɛ́rá	táw̃á	kɛ́rú	kúwó	kúwó	kúwó	cɛrɛ	cɛ́rɛ́	kɛ́rɛ́	kɛ́rɛ́		kɛ́rɛ́	kɛ́rɛ́-\\kɛ́rɛ́			kɛ́rɛ́	kɛ̀rɛ́		kɛ́dɛ́\\kɛ́dá-lì	kɛ́rɛ́	cɛ́rɔ́	núŋgɛ́			
motion	go	mouvement	aller	146	1	1	go	aller	07016	old		to go		go	aller	yǎy\\yàyá	wòrè	jàá	ló	ǹdó	ńné	ya	yǎ: (Imperative yǎ:)	yǎ:	yǎ:		yě\\yǎ:	yǎ:-\\yǎy			yàá	bɔ̀lɛ́	yǎy (yǎy-yà- ~ yé-yà-, perf neg ò-lí-, impf ó-m̀-dɔ̀-, impf neg ó-ŋgò, imprt yà-dá)	ún\\úrⁿé\\ún-lì	ín\\ìnè	ún(ú)	ándé		gé:ndè	ándè (ɲ-á:ndè)
motion	go	mouvement	aller	146	1	8	travel	voyager	07023	old			travel	travel	voyager	bòrú\\yá yây	ŋwɔ̀ mɛ́ nà \\ ŋwɔ̀ mɛ́ ná wòrè		dáwɛ́	dáwà káŋ	dáwɛ́	dawa,dawɛ	dáwá, dáwɛ́	dáwɛ́			yě\\yǎ:	àná yǎ:, òjî: gǒ:			dámmá yàá, táŋá yàá			[dàmá nà] ún	[ǹjěn má] ín\\ìnè, dáwɛ́		égí kání			
motion	come	mouvement	venir	146	2	1	come	venir	07027	old	basic	to come	come	come	venir	yèrú\\yèrí	n ŋɔ̌		yɛ̌	wɔ́\\wá	yě:	yɛrɛ	yɛ̀rɛ́	wǎ:	yɛ̀rɛ́	yɛ̀rɛ́	yɛ̀rɛ́	wɛ̀lɛ́-\\wɛ̀lɛ́			yɛ̀lɛ́	mɛ̀nɛ́	wɔ̌: (wɔ̌-yà-, perf neg wà:-lí-, imprt wá:)	wó\\wò-lí	wé\\wè	yógó	égé	égò (égé, ègè:-rí)	ʔégè	égé (y-)
motion	run	mouvement	courir	146	27	1	run	courir	07166	old		to run	run	run	courir	zɔ̌w\\zɔ̌:	tìɡɛ̀ré	dʒɔ̀bú	yɔ̀ɣɔ́	yɔ̀wɔ́	yɔ̀gɔ́	jɔwɔ	jɔ̀wɔ́	jɔ̀wɔ́	zɔ̀wɔ́		jɔ̀wɔ́	jɔ̀bɔ́-\\jɔ̀bú			jɔ̀bɔ́	jòbé	zòbɔ́ (zòbɔ́-tì-)	zɔ̀bɔ́\\zɔ̀bà-lí	yɔ̀bɛ́	dú:rú-yó	dúgúrè		dú:nì	dúgú-rè
motion	walk	mouvement	marcher	146	29	1	stroll, walk	promenade	07188	old	basic			take a stroll, walk around	faire une promenade	tɔ́ŋúnɔ̀ tɔ́ŋúnú\\tɔ́ŋúnɔ́		gɔ́ŋgúrú gɔ̀ŋgúrú \\ jàárí	yórí: yàrìyí, yílíwí yìlìwé	yórú yàríy	yórì yàrí-yí	yiliwuyiliwe	yílíwú yìlìwé	yílú: yìlìwé		yílíwú yìlìwé	gɔ́ŋúrⁿú gɔ̀ŋúrⁿù, ɲɛ̀ŋ-î:	yólú yàl-ɛ́:			yólú yàlí-yɛ́	dùmàndá dùmɛ́		yǎl yàlíyɛ́	yál yàlí-yɛ́	tóndá: ún(ú)	gì:lì gí:lè	jírò (jìré, jirè-rí)	yí:là yí:lè	yìgìlà yígílè
motion	walk	mouvement	marcher	146	29	2	stroll, walk	promener	07189	old			stroll, take (a walk) (verb only)	stroll, take (a walk) (verb only)	se promener, faire (une promenade) (verbe seulement)	tɔ́ŋúnú\\tɔ́ŋúnɔ́	bùwɛ́ ŋ kò wòré \\ ŋwɔ́ⁿ		yàrìyí, yìlìwé	yàríy	yàrí-yí	yiliwe,yere	yìlìwé, yèré	yìlìwé	yèlìwé	yìlìwé	gɔ̀ŋúrⁿù\\gɔ̀ŋɔ́rⁿɔ́	yólú yàl-ɛ́:			yàlí-yɛ́	ìné		yàlíyɛ́\\yàlìyà-lí	yàlí-yɛ́		gílyê:		yí:lè	yígílè
motion	fly	mouvement	s'envoler	146	35	1	fly (verb)	voler (dans l'air), s'envoler	07239	old	basic			(e.g. bird) fly	(oiseau etc.) voler	círú\\círó			kísíyé	kísíyé	kísíyé	cire	círé	kíríyé	píré		kìrí kírì: 	kíl-ɛ́:\\kíl-í:			kíílí-yé		cíll-í:- (cíll-í:-yà-)	kílíyé\\kílíyé-lì	pírí-y\\pìrì-yè, pílí-y\\pìlì-yè	pílí-yó	pílyê:	kíríyò (kìrìyé, kìrìyè-rí)	píllè	pírígè
carry/load	carry (on head)	porter/charger	porter (sur la tête)	148	1	1	carry on head	porter à la tête	07258	old		to carry		carry (sth, on one's head)	porter (qch, à la tête)	dí\\dé	ɕíɛ́-rɛ̀		dǔ	dú	dǔ:-yí	de	dě:	dìyé	dé:	dě:	dùw-î:\\dùw-ɛ́:	dùy-ɛ́:-\\dùy-í:			dùyí-yɔ́	dùyyɛ́	dǐ (dí-tì-, dì-sɔ́-, stative dí-yà)	dì-yɛ́\\dì-yà-lí	dìyɛ́	dú-yɔ́	dúyɛ̂:		dú-yyɛ̀	dú-yɛ́
fall	fall	tomber	tomber	149	1	1	fall	tomber	07287	old		to fall	fall	fall	tomber	lǔw\\lùwó	tíbí-rí	nùmú	yàɣá	yǎ:	yɛ̀gɛ́	numo	nùmó	nùmbɔ́	nùmó	nùmó	bàgá	nùmɔ́-\\nùmú			nùmbó	yɛ̀gɛ́		pílé\\pílé-lì	dɛ̀ŋɛ́	dúmbɔ́	yɛ́gɛ́		túbbɛ̀	tíbɛ́
do/work	do/make	faire/travail	faire	152	1	1	do, make	faire	07419	old		to do/make		do, make	faire	kárⁿú\\kárⁿá	jé-rò 	kárⁿá	káyⁿ	káŋ	kárⁿí	karⁿa	kárⁿá	kárⁿá	kárⁿá	kárⁿá	bìrɛ́	kárⁿá			káná	kànɛ́	kán (kán-tì-)	kán\\kárⁿá-lì	kán\\kànè	kán(ú)	kání		kánì	kání ~ kán
do/work	manner	faire/travail	manière	152	4	1	manner, way	manière, façon	07446	old	basic			manner, way	manière, façon			àŋěj	dǎyⁿ	nâ:	dǎyⁿ	diⁿ,deyⁿ	dǐ:ⁿ ~ děyⁿ	dálérù, dálérì		dǐ:ⁿ	bàŋú	dàŋǎyⁿ, àŋǎyⁿ			àŋǎy, báánáá, bíí-gé			àŋǎy, gìdè	bí-ŋgán, àlgádrà	bání	máná-mánà		bànà	bànà
do/work	difficult/easy	faire/travail	difficile/facile	152	5	1	easy	facile	07448	old			easy (work)	easy (work)	(travail) facile	zɔ́rɛ́	bé kíjù	bɛ̀rú	nà:rⁿâ:	nà:rⁿá	nà:rⁿá	narⁿa	nà:rⁿá	nà:rⁿá			nà:rⁿá	nà:rⁿá			wɛ́y, bɛ̀rú	bállà		nà:rⁿà	bùrí-yè\\bǔr-ŋgò, bállá-ŋgó\\bállɛ́	má:gá-ná	bérù		kájjà ʔórì-gà ("which is not difficult")	jámá, mà:gè wǒl-gà ('that is not difficult')
clean/dirty	dirty	propre/sale	sale	157	3	1	dirty	sale	07523	old			dirty	dirty	sale	dɔ̀:lú	díŋɡì	lɔ̀gɔ̀ðíí	lɔ́ɣɔ̀	dɛ̀kùsú	lìsìgìrⁿɛ́	lɔgɔgin	lɔ̀ɣɔ̀-gí-n	lɔ̀gɔ̀-gú			gɛ̀mɛ̀ɲú	lɔ̀gɔ̀-gú			nɛ́mɛ́	nɛ́mɛ̀		nìmdè	nì:ndì-gá:\\nì:ndì-gɛ́:	nɛ́mɛ́-sá	nɛ́mɛ́		dɛ̀mɛ̀	nɛ̀mɛ̀:ŋgà
wash/bathe	wash	laver	laver	158	2	1	wash	laver	07541	old			wash (clothing)	wash (clothing)	laver (vêtement)	mɔ̀gú\\mɔ̀gɔ́	pùɡá \\ túràà	mɔ̀ŋú	mɔ̀ɣɔ́	súkó	mɔ̀gɔ́	sumo	súmó	súmbɔ́	súmó	súmó	súmɔ́	súmɔ́-\\súmɔ́			mɔ̀gɔ́	mɔ̀gɛ́		mɔ̀gɔ́\\mɔ̀gà-lí	mɔ̀gɛ́	mɔ́gɔ́	mɔ́gɛ́		múndɛ̀	mɔ́gɛ́
color	black	couleur	noir	160	3	1	black, dark	noir, foncé	07590	old	basic	black	black, dark	black, dark	noir, sombre	jɛ́m	(kíì) póɔ́rè	gɛ́wⁿ	jéwⁿè-wⁿ\\jéwⁿè-m\\jéwⁿè-yè	jɛ̀mɛ̂yⁿ	jɛ́mí	jɛm	jɛ́m	jém	gɛ́m	jɛ́m	gɛ́ⁿ	gɛ́m			gɛ́m	gɛ́mɛ̀ŋ	jɛ́mɛ̀:\\jɛ́m-bɔ̀\\jɛ́m-gɔ̀	jèmɛ́	jɛ́mɛ̀\\jɛ́mɛ̀-ŋgò	jɛ́mɛ́	wɛ́rɛ́dɛ́	kòrò (kòrò gé)	yɔ̀:lɛ̀	yɔ̀rdɛ̀
color	white	couleur	blanc	160	4	1	white	blanc	07594	old	basic		white, light-colored	white, light-colored	blanc, de couleur légère	pírú	(kíì) sìmá \\ sìjɔ̀ⁿ	pírú	pílɛ́\\pílɛ́-m\\pílɛ́-yɛ̀	píndɛ́	pírí	piru	pírú	pírí	pírú	pírú	pírí	píl			pílú	pílàŋ	pílɛ́:\\píl-mbɔ́\\pîl-gɔ́	pílɛ́	pílɛ̀\\pílɛ̀-ŋgò	púlɛ́	tómbò	tò:mbò (tò:mbò gé)	sìmà	tòmbò
color	blue/green	couleur	bleu/vert	160	5	1	green	vert	07599	old	basic			green	vert	sɔ̀lɔ̀-ɔ̀rú		wɛ́r \\ wɛ́rú	sàwà: ɔ̀rú	sàwà ɔ̀rú-m	sàwà ɔ̀rí	ɔyɔɔru	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀ ɔ̀rú		bèrù-ɔ̀rú	wɛ́r			wɛ́rú	wɛ́ràŋ		vɛ̀rú	wɛ́rɛ̀\\wɛ́rɛ̀-ŋgò	kɔ̀y-kóló	kɔ́jí kólò	kɔ̀jí-kòrò	kɔ̀jí kàjì	kɔ̀jì kòlò ("grass fresh")
color	red/yellow	couleur	rouge/jaune	160	6	1	red	rouge	07602	old	basic	red	red (including brown and orange)	red (including brown and orange)	rouge (y compris brun et orange)	bárⁿú	(kíì) búɥɛ́	bárⁿú	bárⁿà-wⁿ\\bárⁿà-m\\bárⁿà-yɛ̀	bàrⁿâyⁿ	bárⁿí	ban	bán	bárⁿú	bán	bán	báⁿ	bán			bánú	bánùŋ	bárⁿɛ́:\\bárⁿ-mbɔ́\\bán-gɔ́	bǎn	bánè\\bán-gò	búní	búnú	bɔ̀:mbɛ̀ (bɔ̀:mbɛ̀ gé)	bɔ̀w	bɔ̀mbɛ̀
color	red/yellow	couleur	rouge/jaune	160	6	5	yellow	jaune	07606	old	basic			yellow	jaune	síttì		yùlùbùrⁿù kɔ́rɔ́	nɔ̀rⁿɔ̀yⁿ-pírⁿà	nɔ̀rⁿɔ̀ pírⁿà, ɔ́:lɔ̀	nàrⁿà-pírⁿâ	yɔrɔpirⁿe	yɔ̀rɔ̀ pìrⁿé	ɔ́:là, ɲɛ̀:rⁿɛ̀-pìrⁿɛ́	sáy		yɔ̀rɔ̀-pùrⁿú	[yùlɔ̀-pɔ̀rⁿɔ̀]-kɔ̌l			ɔ́ɔ̀lɔ̀, yùlɔ̀ púnɔ́	pɛ́ndùrù, pɔ́rɔ́mínɛ̀		lòl-púrⁿá	nò:l-[púnɛ̀-ŋgò]\\nò:l-púnɛ̀, ɔ́:là-ŋgò\\ɔ́:lɛ̀	pórí-pùnà (cf. pórí pùnàŋgé 'néré-tree powder')	pòrò pùná	pòdí-pùnà	pórì púnà ("nere.tree's flour")	pòrò-púnà ("nere.tree-flour")
texture	hard	surface	dur	161	1	1	hard, stiff, solid, firm	dur, raide, rigide, résistant, solide	07624	old		hard		hard, firm, solid, stiff (surface, object)	(surface, objet) dur, raide, rigide, résistant, solide	mǎw ~ m̀bǎw	kõ̀ɔ̃́	ɛ́ⁿɛ́ⁿ	ma᷈wⁿ	ma᷈wⁿ	márⁿî, ɛ̌:	deŋ	déŋ	mǎyⁿ	déŋ		mǎ, kégú	ɛ̌:ⁿ			máyyám, ɛ́ɛ́ⁿ			ʔə̀yⁿàyⁿ	mǎy-yè\\mǎy-ŋgò	málá-ní	kéndé-kéndú		ɲà:ŋì ("dry")	kàmmì
texture	hard	surface	dur	161	1	6	hard	dur	07629	old		hard		hard ("dry")	dur (« sec »)	mǎyⁿ	kɔ́òⁿ	màá	mǎ:	ma᷈wⁿ	mǎ:		mǎyⁿ	mǎyⁿ				mǎ:			máyyám, ɛ́ɛ́ⁿ, máá				mǎy-ŋgò\\mǎy-yè					
texture	smooth	surface	lisse	161	5	1	smooth	lisse	07662	old			smooth, sleek (adjective)	smooth, sleek (adjective)	lisse	òlú	mírò 	ɔ̀ɔ́rɔ́n	órù-m	órùm	órî	onurⁿu	ònùrⁿú	órùm	ònùrú	ònùrⁿú	ɔ̀rⁿɔ́nɔ́nɔ́	ɔ́rɔ̀y			ɔ̀rɔ̌y	ónònò		ɔ̀rⁿɔ̀ndú	ónànà = ónànɛ̀:\\ónànà-ŋgè	búrádá	ɔ́nɔ́nɔ́		bòràllà-gà	ɔ̀nànà
wet/dry	wet	mouillé/sec	mouillé	162	1	1	wet	mouillé	07671	old			wet (adjective)	wet (adjective)	mouillé (pas sec)	ɔ̀tú	m múⁿ	ɔ́lú	ɔ̀rú	ɔ̀rúm	tɛ́mbí-y-yɛ́, ɔ̀rí	tɛm	tɛ̌m	ɔ̀rú, tɛ́mbí-yɛ́-sà		tɛ̌m	ɔ̀rú	ɔ̌l			ɛ́nní-yáá-dɛ̀	ólùgù		ɔ̀l	tèmbô:\\tèmbê:	sómbé-sá, ɛ́wⁿ	ɛ́mbɛ́		tɛ̀mbɛ̀	ɛ̀mbɛ̀
wet/dry	dry	mouillé/sec	sec	162	3	1	dry	sec	07691	old	basic		dry (adjective)	dry (adjective)	sec	mǎyⁿ	jǎɡú	màá	mǎ:	ma᷈wⁿ	mǎ:	mayⁿ	mǎyⁿ	mǎyⁿ			mǎ	mǎ:			máá	máɲò	mày-gɔ́\\màɛ́ⁿ\\mày-mbɔ́	màyⁿ	màyó:\\màyé:	mání-yé-sá, máyⁿ	máyé	mà:yⁿ (mǎ:yⁿ gè)	ɲà:ŋì	mɛ̀:
shape	round	forme	rond	163	3	1	circle	cercle	07718	old	basic			circle	cercle	dèlùrěy		dúnúlíjéŋ-gɔ́n	déléré, ɔ̀rⁿɔ̀ gɔ́ŋgí-yɛ́y	déndèrè	tòró	gɔŋɔrⁿɔlɔm	gɔ́ŋɔ́rⁿɔ́-lɔ́m	gɔ́ŋgú			kòrú	kòrú, gɔ̀ŋú			dénnélé	kórùŋ		dènélè	dóndèl-ŋgè\\dóndèlè	dólèlé	déndélé	téw	xxx	bàgùlàm
shape	round	forme	rond	163	3	2	round	rond	07719	old			round (e.g. calabash, pail), with circular cross-section	round (e.g. calabash, pail), with circular cross-section	(calebasse, seau, etc.) rond		múŋɡúdúmɛ̀ \\ (kíì) bíŋɡíríɛ̀ 	dúnúlíjéŋ	dólóró	xxx			xxx	xxx			gúnú	dènèlěy			dénnélé			dènélè	xxx		dúndúlé			
sharp/dull	sharp (blade)	tranchant/émoussé	tranchant (lame)	164	1	1	sharp	tranchant, affilé	07759	old			sharp (blade)	sharp (blade)	(lame) tranchant, affilé	lìsí	(à bǎⁿ màà nó) dérì	síí	yágùm, ɛ́rù-m	ɛ́rùm	ɛ́rî	eru	érù	érù	ɲéyⁿ	érù	ɲí:ɲí	ɛ̂:l			ɛ́lɛ́lú, yágárú			sǐ:ⁿ	ɛ̀lí-yè\\ɛ̀lú-mbò	ní:njí (also 'sweet')	ɲá:ɲá: kánní		dɛ̀njì (also 'sweet')	nsì:ⁿ
sharp/dull	blunt	tranchant/émoussé	émoussé	164	4	1	blunt	émoussé	07775	old			blunt, not sharp (blade)	blunt, not sharp (blade)	(lame) émoussé	dùnú	mótù	dùmó	dùmbú	dùmbú	dùmbí	dum	dǔm	dùmbú	dǔm	dǔm	dùmú	dùmɲǐ:			dúŋgú			dònù	dùmbé\\dùmbú-mbó	dúmbú	dúmbé			nsì:ⁿ-dì-gà
weight	heavy	poids	lourd	165	1	1	heavy	lourd	07779	old	basic	heavy	heavy	heavy	lourd	dùsú	(kíì) mɛ̀nɛ́	démé	dùsú	dùsú-m\\dùsû:	dúsî	duju	dùjú	dùsú	dùsú	dùjú	dògú	démɛ́			túgóm	dógùsò		tùjù	nìmí-yè\\nǐm-gò	né:ŋgó:	dɔ́ŋgá	nìwⁿì (nìwⁿì gé)	nìnjì	dɔ́ŋgá
thick/thin	thin	épais/mince	mince	166	3	1	thin	mince	07819	old	basic		thin (linear object, e.g. pole)	thin (linear object, e.g. pole)	(objet linéaire) mince	ɔ̀ⁿsí:ⁿ	bírɛ̀bɛ́ \\ ʤáŋɡà	wéj	mɛ̀njɛ̂-w	mɛ̀zɛ̂yⁿ	mɛ̀:njɛ́	uɲu	ùɲú	mɛ̀:njɛ́	ùsí:ⁿ xxx	ùɲú	ùjú	ùjí:			ùsì-ý			mɛ̀nzù	mènjú:\\mènjí:\\mènjú-mbó	mɛ́njí-wè	ɲɔ́ŋgɔ̀	ɲɔ̀wⁿɔ̀ (ɲɔ̀wⁿɔ̀ gé)	ɲɔ̀ŋgɔ̀	ɲɔ̀ŋgɔ̀
thick/thin	wide (passage)	épais/mince	large (passage)	166	4	1	wide	large	07828	old		wide	wide (passageway)	wide (passageway)	(passage) large, non serré	pótó	(kíì) téŋɡò	ùsí	káwà-w	káwⁿáwⁿ	gâw	wa	wá:	wáy			wá:	wán			wánnú		wàyɛ́\\wǎy-gɔ́	wàyⁿ	wàyá-ŋgé\\wàyɛ́:	báy	bámbá		bàmbà	bámbá
thick/thin	narrow	épais/mince	étroit	166	5	1	narrow	étroit	07832	old			narrow (passageway, road)	narrow (passageway, road)	(passage, chemin) étroit	cɛ̌m	(kíì) kámbàrà		pɛ̀ngû-w	pɛ̀ŋgú	ɛ̀mbí, péŋî	ɛm	ɛ̌m	ɛ̀mbú		ɛ̌m	dègé	ɛ̀m-í:, ɛ̀mú			ɛ̀mmú			ɛ̀mù	pɛ̀mbí-yè	wéní-wè ("small")	pémbù		pɛ̀ŋgɛ̀ (predicate pɛ́ŋgɛ̀: bò)	pɛ̀ŋgɛ̀
straight/crooked	straight	droit/tordu	droit (non tordu)	167	1	1	straight	droit	07835	old	basic			it is straight	il est droit	ígú dà			dém→ bù	dém→ ŋ̀gá nì bù	dém→ bù	demkɔ	dém→ kɔ̀	dém→ kɔ̀			dɛ́wⁿ kɔ̀	dém→ kɔ̀			dém-ní wɔ̀			dém-dém bò	[dém→ nè] bò	tɛ́ⁿ-tɛ́wⁿ bò	díwⁿ → bó:	tégé-tégé bó	téyⁿ-téyⁿ bò	bɔ̀jɛ́→ bò
straight/crooked	straight	droit/tordu	droit (non tordu)	167	1	2	straight	droit	07836	old	basic			it isn't straight	il n'est pas droit	ígú-ŋ̀gó			dém→ ŋ̀gó	dém→ ŋ̀gá ŋ̀gó	dém ŋ̀gó	demkɔrɔ	dém→ kɔ̀:-rɔ́	dém→ ŋ̀gó			dɛ́wⁿ kɔ̀:-rɔ́	dém→ kɔ̀-lɔ́			dém-ní òndú			dém-dém ònú	[dém→ nè] òndí	tɛ́ⁿ-tɛ́wⁿ órà	díwⁿ → ólì	tégé-tégé órù	téyⁿ-téyⁿ ʔórì	bɔ̀jɛ́→ wǒl
straight/crooked	straight	droit/tordu	droit (non tordu)	167	1	4	straight	droit	07838	old			straight, direct (road)	straight, direct (road)	(chemin) droit, direct	ìgú	téè					demdem,ije	dém-dém kɔ̂:, íjé-sà	dém→ kɔ̂:			dɛ́wⁿ kàⁿ	dém-dém kɔ̂:			dém kànù, téndáá-dɛ̀			dém-dém bò	tèndô:\\tèndê:		dí:ⁿ-dí:wⁿ			
straight/crooked	turn	droit/tordu	tourner	167	6	1	turn, veer	virer	07900	old			turn, veer, change direction	turn, veer, change direction	virer	gɔ̌ŋ\\gɔ̀ŋɔ́	ɡòmbíjɛ́		wàŋgí	jɛ̀ŋgí gó	wàŋí	banago,yɛgɛgo	bàná gǒ:, yɛ̀gɛ́ gǒ:	wàŋgá			wàŋá	wàŋá-\\wàŋú			pógí-yó, wàŋá			wǎŋ\\wàŋà-lí	wàŋgí\\wàŋgè	gɔ́ndɔ́	kígílyè		báŋgúlè	wáŋgúlè
full/empty	full	plein/vide	plein	168	1	1	full	plein	07910	old	basic			full (container)	(récipient) plein	zú			bâ-w		bá:	jo	jó:	jó:	zó:		jó→ káⁿ	jó:			jòáá-dɛ̀			bǎ:	jòyó:\\jòyé:	ywé:-sá (verb yó:-)	jwé:	jwè (jwè: gé)		jwè:
good/bad	good	bon/mauvais	bon	169	1	1	good	bon	07935	old	basic	good	good	good	bon	jɛ̀rⁿú	ɡáẁⁿ		ɛ̀sú\\ɛ̀sú-m\\ɛ̀sú-yɛ̀	ɛ̀sú-m\\ɛ̀sú	ɛ̀sí	ɛju	ɛ̀jú	ɛ̀sú	ɛ̀sú	ɛ̀jú	sɛ́ⁿ	ɛ̀jú			síɛ́, dàgáá-dɛ̀	gɛ̀nɔ́		síyɛ́	nálá:\\nálé:, nɛ̌y-yè\\nɛ̌y-ŋgò	mɔ́:	pɔ́lɔ́	dìyè	pɔ̀:lɔ̀ (modifying), ném bò ('be good', predicative only)	pɔ́:lɔ́
good/bad	bad	bon/mauvais	mauvais	169	7	1	bad	mauvais	07969	old			bad, no good	bad, no good	mauvais	mɔ̀sú, m̀bɔ̀sú	ʒàŋà \\ (kíì) jándà		mɔ̀sú	m̀bɔ̀sú	mɔ̀sí, gɔ̀mî	mɔɲu	mɔ̀ɲú	mɔ̀sú	mɔ̀sú	mɔ̀ɲú	mɔ̀ɲú	mɔ̀ɲú, sálá			pàdíɛ́, sálá, yámú	sálá	sàm-gɔ́\\sàmɛ́\\sàm-bɔ́	gɔ̀mɔ̀\\-mù, sálá\\-mù	nɛ̀:ndɛ́:\\nè:ndá:	mɔ́:-ná	yá:lá		ɲàmì	ɲàm, pɔ́:lɔ́ wòl-gà
hot/cold	cold	chaleur/froid	froid	173	1	1	cold	froid	08100	old	basic		cold (e.g. water)	cold (e.g. water)	froid, frais (eau, etc.)	tôm	(à ɡándá) ʒímbò	káál	tâm	tâm	támî	tom	tôm	tôm	tôm	tôm	kélú	kâ:l			yégélú	kéllè		kè:zù	yégèlè\\yégèlè-ŋgè	témúm	kéló	tàmà (tàmà gé)	tòmbò	tàyè
hot/cold	hot	chaleur/froid	chaleur	173	2	1	hot	chaud	08107	old	basic			hot (object, water)	chaud (objet, eau, etc.)	dɔ́		núú	ɔ̂w	ɔ̂wⁿ	ɔ́gî	ɔgu	ɔ́gù	ɔ́w		ɔ́gù	nú:	nɔ́:, ɔ́gú			ɔ́gú, númɔ́	m̀ó	xxx	ɔ̀jú	dwɛ̌yⁿ-yè\\dwɛ̌yⁿ-ŋgè	númá	ná:gá	bàgà (bàgà gé)	jùŋgà	nwá:gá
hot/cold	burn	chaleur/froid	brûler	173	3	1	burn	brûler	08117	old	basic	to burn (intr.)	burn (e.g. paper, grass, fabric)	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	dɔ́\\dɔ́	síìwò		dɔ̌	dɔ́	kúwó-mí	dɛ	dɛ̌:	dɛ̌:		dɛ̌:	tɛ́:rì	dɛ̌:-\\dɛ̌:			dìyⁿɛ́			gòlò kún-dó	tógá-ndí	súwó, táŋgá-m(ú)	yá:rè	já:dò (jà:dé, jà:dè:-rí)	súmbɛ̀	yá:rè
